CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F2344,F2345,
30449,E01011522,Leeds 095B,Lower Super Output Areas and Data Zones,LSOADZ,25,564,
30450,E01011523,Leeds 096C,Lower Super Output Areas and Data Zones,LSOADZ,37,734,
30451,E01011524,Leeds 093B,Lower Super Output Areas and Data Zones,LSOADZ,26,514,
30452,E01011525,Leeds 095C,Lower Super Output Areas and Data Zones,LSOADZ,49,653,
30453,E01011526,Leeds 093C,Lower Super Output Areas and Data Zones,LSOADZ,3,486,
30454,E01011527,Leeds 096D,Lower Super Output Areas and Data Zones,LSOADZ,20,752,
30455,E01011528,Leeds 095D,Lower Super Output Areas and Data Zones,LSOADZ,13,609,
30456,E01011529,Leeds 096E,Lower Super Output Areas and Data Zones,LSOADZ,30,550,
30457,E01011530,Leeds 106A,Lower Super Output Areas and Data Zones,LSOADZ,28,623,
30458,E01011531,Leeds 093D,Lower Super Output Areas and Data Zones,LSOADZ,22,654,
30459,E01011532,Leeds 095E,Lower Super Output Areas and Data Zones,LSOADZ,61,649,
30460,E01011533,Leeds 104A,Lower Super Output Areas and Data Zones,LSOADZ,81,606,
30461,E01011534,Leeds 106B,Lower Super Output Areas and Data Zones,LSOADZ,62,622,
30462,E01011535,Leeds 108A,Lower Super Output Areas and Data Zones,LSOADZ,24,634,
30463,E01011536,Leeds 108B,Lower Super Output Areas and Data Zones,LSOADZ,29,631,
30464,E01011537,Leeds 107A,Lower Super Output Areas and Data Zones,LSOADZ,31,916,
30465,E01011538,Leeds 107B,Lower Super Output Areas and Data Zones,LSOADZ,33,629,
30466,E01011540,Leeds 102B,Lower Super Output Areas and Data Zones,LSOADZ,41,600,
30467,E01011541,Leeds 104B,Lower Super Output Areas and Data Zones,LSOADZ,108,902,
30468,E01011545,Leeds 104C,Lower Super Output Areas and Data Zones,LSOADZ,74,577,
30469,E01011546,Leeds 106C,Lower Super Output Areas and Data Zones,LSOADZ,78,665,
30470,E01011547,Leeds 104D,Lower Super Output Areas and Data Zones,LSOADZ,43,791,
30471,E01011548,Leeds 106D,Lower Super Output Areas and Data Zones,LSOADZ,38,601,
30472,E01011549,Leeds 108C,Lower Super Output Areas and Data Zones,LSOADZ,2,510,
30473,E01011550,Leeds 106E,Lower Super Output Areas and Data Zones,LSOADZ,26,526,
30474,E01011551,Leeds 107C,Lower Super Output Areas and Data Zones,LSOADZ,24,623,
30475,E01011552,Leeds 107D,Lower Super Output Areas and Data Zones,LSOADZ,26,549,
30476,E01011553,Leeds 108D,Lower Super Output Areas and Data Zones,LSOADZ,27,588,
30477,E01011554,Leeds 012A,Lower Super Output Areas and Data Zones,LSOADZ,11,592,
30478,E01011555,Leeds 018A,Lower Super Output Areas and Data Zones,LSOADZ,14,547,
30479,E01011556,Leeds 015A,Lower Super Output Areas and Data Zones,LSOADZ,33,726,
30480,E01011557,Leeds 015B,Lower Super Output Areas and Data Zones,LSOADZ,8,638,
30481,E01011558,Leeds 018B,Lower Super Output Areas and Data Zones,LSOADZ,72,650,
30482,E01011559,Leeds 018C,Lower Super Output Areas and Data Zones,LSOADZ,59,509,
30483,E01011560,Leeds 018D,Lower Super Output Areas and Data Zones,LSOADZ,85,798,
30484,E01011561,Leeds 006A,Lower Super Output Areas and Data Zones,LSOADZ,17,516,
30485,E01011562,Leeds 012B,Lower Super Output Areas and Data Zones,LSOADZ,6,622,
30486,E01011563,Leeds 012C,Lower Super Output Areas and Data Zones,LSOADZ,7,611,
30487,E01011564,Leeds 012D,Lower Super Output Areas and Data Zones,LSOADZ,3,602,
30488,E01011565,Leeds 015C,Lower Super Output Areas and Data Zones,LSOADZ,9,583,
30489,E01011566,Leeds 015D,Lower Super Output Areas and Data Zones,LSOADZ,7,562,
30490,E01011567,Leeds 012E,Lower Super Output Areas and Data Zones,LSOADZ,3,559,
30491,E01011568,Leeds 015E,Lower Super Output Areas and Data Zones,LSOADZ,13,848,
30492,E01011569,Leeds 004A,Lower Super Output Areas and Data Zones,LSOADZ,57,747,
30493,E01011570,Leeds 007A,Lower Super Output Areas and Data Zones,LSOADZ,13,946,
30494,E01011571,Leeds 004B,Lower Super Output Areas and Data Zones,LSOADZ,37,721,
30495,E01011572,Leeds 004C,Lower Super Output Areas and Data Zones,LSOADZ,36,780,
30496,E01011573,Leeds 004D,Lower Super Output Areas and Data Zones,LSOADZ,20,516,
30497,E01011574,Leeds 004E,Lower Super Output Areas and Data Zones,LSOADZ,45,666,
30498,E01011576,Leeds 007C,Lower Super Output Areas and Data Zones,LSOADZ,8,586,
30499,E01011578,Leeds 011D,Lower Super Output Areas and Data Zones,LSOADZ,32,593,
30500,E01011579,Leeds 014C,Lower Super Output Areas and Data Zones,LSOADZ,14,479,
30501,E01011580,Leeds 014D,Lower Super Output Areas and Data Zones,LSOADZ,6,597,
30502,E01011581,Leeds 003A,Lower Super Output Areas and Data Zones,LSOADZ,17,609,
30503,E01011582,Leeds 003B,Lower Super Output Areas and Data Zones,LSOADZ,61,691,
30504,E01011583,Leeds 003C,Lower Super Output Areas and Data Zones,LSOADZ,18,583,
30505,E01011584,Leeds 003D,Lower Super Output Areas and Data Zones,LSOADZ,12,543,
30506,E01011585,Leeds 062A,Lower Super Output Areas and Data Zones,LSOADZ,65,585,
30507,E01011586,Leeds 066A,Lower Super Output Areas and Data Zones,LSOADZ,23,574,
30508,E01011587,Leeds 062B,Lower Super Output Areas and Data Zones,LSOADZ,59,698,
30509,E01011588,Leeds 039A,Lower Super Output Areas and Data Zones,LSOADZ,23,668,
30510,E01011589,Leeds 039B,Lower Super Output Areas and Data Zones,LSOADZ,24,675,
30511,E01011590,Leeds 039C,Lower Super Output Areas and Data Zones,LSOADZ,13,626,
30512,E01011591,Leeds 052D,Lower Super Output Areas and Data Zones,LSOADZ,38,772,
30513,E01011592,Leeds 039D,Lower Super Output Areas and Data Zones,LSOADZ,21,698,
30514,E01011593,Leeds 039E,Lower Super Output Areas and Data Zones,LSOADZ,14,775,
30515,E01011594,Leeds 062C,Lower Super Output Areas and Data Zones,LSOADZ,54,551,
30516,E01011595,Leeds 066B,Lower Super Output Areas and Data Zones,LSOADZ,8,631,
30517,E01011596,Leeds 062D,Lower Super Output Areas and Data Zones,LSOADZ,61,698,
30518,E01011597,Leeds 066C,Lower Super Output Areas and Data Zones,LSOADZ,26,531,
30519,E01011598,Leeds 062E,Lower Super Output Areas and Data Zones,LSOADZ,58,676,
30520,E01011599,Leeds 066D,Lower Super Output Areas and Data Zones,LSOADZ,20,627,
30521,E01011600,Leeds 079A,Lower Super Output Areas and Data Zones,LSOADZ,29,642,
30522,E01011601,Leeds 079B,Lower Super Output Areas and Data Zones,LSOADZ,54,570,
30523,E01011602,Leeds 076A,Lower Super Output Areas and Data Zones,LSOADZ,45,698,
30524,E01011603,Leeds 076B,Lower Super Output Areas and Data Zones,LSOADZ,44,614,
30525,E01011604,Leeds 079C,Lower Super Output Areas and Data Zones,LSOADZ,21,580,
30526,E01011605,Leeds 076C,Lower Super Output Areas and Data Zones,LSOADZ,15,621,
30527,E01011606,Leeds 076D,Lower Super Output Areas and Data Zones,LSOADZ,35,607,
30528,E01011607,Leeds 079D,Lower Super Output Areas and Data Zones,LSOADZ,22,663,
30529,E01011608,Leeds 068A,Lower Super Output Areas and Data Zones,LSOADZ,50,533,
30530,E01011609,Leeds 068B,Lower Super Output Areas and Data Zones,LSOADZ,56,612,
30531,E01011610,Leeds 068C,Lower Super Output Areas and Data Zones,LSOADZ,27,589,
30532,E01011611,Leeds 068D,Lower Super Output Areas and Data Zones,LSOADZ,70,533,
30533,E01011612,Leeds 079E,Lower Super Output Areas and Data Zones,LSOADZ,31,656,
30534,E01011613,Leeds 076E,Lower Super Output Areas and Data Zones,LSOADZ,35,514,
30535,E01011614,Leeds 068E,Lower Super Output Areas and Data Zones,LSOADZ,41,766,
30536,E01011615,Leeds 070A,Lower Super Output Areas and Data Zones,LSOADZ,62,577,
30537,E01011616,Leeds 072A,Lower Super Output Areas and Data Zones,LSOADZ,23,657,
30538,E01011617,Leeds 070B,Lower Super Output Areas and Data Zones,LSOADZ,25,654,
30539,E01011618,Leeds 070C,Lower Super Output Areas and Data Zones,LSOADZ,92,633,
30540,E01011620,Leeds 072B,Lower Super Output Areas and Data Zones,LSOADZ,11,479,
30541,E01011621,Leeds 070D,Lower Super Output Areas and Data Zones,LSOADZ,29,559,
30542,E01011622,Leeds 072C,Lower Super Output Areas and Data Zones,LSOADZ,13,644,
30543,E01011623,Leeds 075B,Lower Super Output Areas and Data Zones,LSOADZ,59,644,
30544,E01011624,Leeds 072D,Lower Super Output Areas and Data Zones,LSOADZ,26,688,
30545,E01011625,Leeds 075C,Lower Super Output Areas and Data Zones,LSOADZ,84,614,
30546,E01011626,Leeds 075D,Lower Super Output Areas and Data Zones,LSOADZ,52,897,
30547,E01011627,Leeds 098A,Lower Super Output Areas and Data Zones,LSOADZ,13,579,
30548,E01011628,Leeds 098B,Lower Super Output Areas and Data Zones,LSOADZ,19,578,
30549,E01011629,Leeds 098C,Lower Super Output Areas and Data Zones,LSOADZ,18,587,
30550,E01011630,Leeds 100B,Lower Super Output Areas and Data Zones,LSOADZ,27,859,
30551,E01011632,Leeds 098D,Lower Super Output Areas and Data Zones,LSOADZ,19,586,
30552,E01011633,Leeds 098E,Lower Super Output Areas and Data Zones,LSOADZ,21,601,
30553,E01011634,Leeds 100C,Lower Super Output Areas and Data Zones,LSOADZ,12,652,
30554,E01011635,Leeds 097B,Lower Super Output Areas and Data Zones,LSOADZ,12,693,
30555,E01011636,Leeds 100D,Lower Super Output Areas and Data Zones,LSOADZ,18,704,
30556,E01011637,Leeds 097C,Lower Super Output Areas and Data Zones,LSOADZ,26,709,
30557,E01011638,Leeds 097D,Lower Super Output Areas and Data Zones,LSOADZ,12,605,
30558,E01011639,Leeds 100E,Lower Super Output Areas and Data Zones,LSOADZ,19,626,
30559,E01011641,Leeds 032B,Lower Super Output Areas and Data Zones,LSOADZ,20,598,
30560,E01011642,Leeds 032C,Lower Super Output Areas and Data Zones,LSOADZ,13,474,
30561,E01011643,Leeds 037A,Lower Super Output Areas and Data Zones,LSOADZ,26,568,
30562,E01011644,Leeds 037B,Lower Super Output Areas and Data Zones,LSOADZ,9,533,
30563,E01011645,Leeds 032D,Lower Super Output Areas and Data Zones,LSOADZ,29,579,
30564,E01011646,Leeds 037C,Lower Super Output Areas and Data Zones,LSOADZ,31,613,
30565,E01011647,Leeds 037D,Lower Super Output Areas and Data Zones,LSOADZ,15,483,
30566,E01011648,Leeds 037E,Lower Super Output Areas and Data Zones,LSOADZ,25,541,
30567,E01011649,Leeds 022B,Lower Super Output Areas and Data Zones,LSOADZ,4,643,
30568,E01011650,Leeds 020A,Lower Super Output Areas and Data Zones,LSOADZ,18,576,
30569,E01011651,Leeds 020B,Lower Super Output Areas and Data Zones,LSOADZ,12,625,
30570,E01011652,Leeds 024C,Lower Super Output Areas and Data Zones,LSOADZ,10,491,
30571,E01011653,Leeds 020C,Lower Super Output Areas and Data Zones,LSOADZ,22,584,
30572,E01011654,Leeds 024D,Lower Super Output Areas and Data Zones,LSOADZ,3,527,
30573,E01011655,Leeds 020D,Lower Super Output Areas and Data Zones,LSOADZ,12,691,
30574,E01011656,Leeds 035A,Lower Super Output Areas and Data Zones,LSOADZ,45,552,
30575,E01011657,Leeds 035B,Lower Super Output Areas and Data Zones,LSOADZ,75,527,
30576,E01011658,Leeds 040C,Lower Super Output Areas and Data Zones,LSOADZ,54,577,
30577,E01011659,Leeds 035C,Lower Super Output Areas and Data Zones,LSOADZ,46,602,
30578,E01011660,Leeds 040D,Lower Super Output Areas and Data Zones,LSOADZ,66,522,
30579,E01011661,Leeds 035D,Lower Super Output Areas and Data Zones,LSOADZ,44,808,
30580,E01011662,Leeds 040E,Lower Super Output Areas and Data Zones,LSOADZ,37,459,
30581,E01011663,Leeds 050A,Lower Super Output Areas and Data Zones,LSOADZ,21,409,
30582,E01011664,Leeds 050B,Lower Super Output Areas and Data Zones,LSOADZ,32,445,
30583,E01011665,Leeds 050C,Lower Super Output Areas and Data Zones,LSOADZ,55,571,
30584,E01011666,Leeds 061D,Lower Super Output Areas and Data Zones,LSOADZ,22,572,
30585,E01011667,Leeds 050D,Lower Super Output Areas and Data Zones,LSOADZ,38,473,
30586,E01011668,Leeds 110E,Lower Super Output Areas and Data Zones,LSOADZ,13,504,
30587,E01011669,Leeds 110F,Lower Super Output Areas and Data Zones,LSOADZ,33,485,
30588,E01011670,Leeds 055A,Lower Super Output Areas and Data Zones,LSOADZ,37,879,
30589,E01011671,Leeds 055B,Lower Super Output Areas and Data Zones,LSOADZ,40,604,
30590,E01011673,Leeds 064B,Lower Super Output Areas and Data Zones,LSOADZ,92,718,
30591,E01011677,Leeds 064D,Lower Super Output Areas and Data Zones,LSOADZ,92,694,
30592,E01011678,Leeds 063B,Lower Super Output Areas and Data Zones,LSOADZ,54,609,
30593,E01011681,Leeds 063D,Lower Super Output Areas and Data Zones,LSOADZ,38,635,
30594,E01011684,Leeds 019C,Lower Super Output Areas and Data Zones,LSOADZ,21,617,
30595,E01011685,Leeds 109A,Lower Super Output Areas and Data Zones,LSOADZ,11,766,
30596,E01011686,Leeds 033E,Lower Super Output Areas and Data Zones,LSOADZ,80,730,
30597,E01011687,Leeds 109B,Lower Super Output Areas and Data Zones,LSOADZ,5,569,
30598,E01011688,Leeds 031B,Lower Super Output Areas and Data Zones,LSOADZ,5,603,
30599,E01011689,Leeds 031C,Lower Super Output Areas and Data Zones,LSOADZ,29,736,
30600,E01011690,Leeds 109C,Lower Super Output Areas and Data Zones,LSOADZ,41,620,
30601,E01011691,Leeds 031D,Lower Super Output Areas and Data Zones,LSOADZ,16,629,
30602,E01011692,Leeds 109D,Lower Super Output Areas and Data Zones,LSOADZ,27,639,
30603,E01011693,Leeds 109E,Lower Super Output Areas and Data Zones,LSOADZ,37,688,
30604,E01011694,Leeds 109F,Lower Super Output Areas and Data Zones,LSOADZ,20,595,
30605,E01011695,Leeds 019D,Lower Super Output Areas and Data Zones,LSOADZ,50,654,
30606,E01011696,Leeds 006B,Lower Super Output Areas and Data Zones,LSOADZ,15,641,
30607,E01011697,Leeds 002A,Lower Super Output Areas and Data Zones,LSOADZ,12,546,
30608,E01011698,Leeds 001A,Lower Super Output Areas and Data Zones,LSOADZ,18,616,
30609,E01011699,Leeds 001B,Lower Super Output Areas and Data Zones,LSOADZ,17,566,
30610,E01011700,Leeds 002B,Lower Super Output Areas and Data Zones,LSOADZ,14,486,
30611,E01011701,Leeds 001C,Lower Super Output Areas and Data Zones,LSOADZ,8,521,
30612,E01011702,Leeds 001D,Lower Super Output Areas and Data Zones,LSOADZ,3,480,
30613,E01011703,Leeds 001E,Lower Super Output Areas and Data Zones,LSOADZ,2,554,
30614,E01011704,Leeds 002C,Lower Super Output Areas and Data Zones,LSOADZ,18,967,
30615,E01011705,Leeds 002D,Lower Super Output Areas and Data Zones,LSOADZ,30,606,
30616,E01011706,Leeds 006C,Lower Super Output Areas and Data Zones,LSOADZ,4,612,
30617,E01011707,Leeds 005A,Lower Super Output Areas and Data Zones,LSOADZ,14,602,
30618,E01011708,Leeds 006D,Lower Super Output Areas and Data Zones,LSOADZ,16,596,
30619,E01011709,Leeds 005B,Lower Super Output Areas and Data Zones,LSOADZ,15,645,
30620,E01011710,Leeds 005C,Lower Super Output Areas and Data Zones,LSOADZ,10,628,
30621,E01011711,Leeds 005D,Lower Super Output Areas and Data Zones,LSOADZ,14,642,
30622,E01011712,Leeds 005E,Lower Super Output Areas and Data Zones,LSOADZ,15,571,
30623,E01011713,Leeds 006E,Lower Super Output Areas and Data Zones,LSOADZ,5,732,
30624,E01011714,Leeds 029A,Lower Super Output Areas and Data Zones,LSOADZ,7,598,
30625,E01011715,Leeds 022C,Lower Super Output Areas and Data Zones,LSOADZ,14,513,
30626,E01011716,Leeds 029B,Lower Super Output Areas and Data Zones,LSOADZ,7,600,
30627,E01011717,Leeds 029C,Lower Super Output Areas and Data Zones,LSOADZ,11,644,
30628,E01011718,Leeds 029D,Lower Super Output Areas and Data Zones,LSOADZ,9,592,
30629,E01011719,Leeds 022D,Lower Super Output Areas and Data Zones,LSOADZ,10,618,
30630,E01011720,Leeds 029E,Lower Super Output Areas and Data Zones,LSOADZ,39,652,
30631,E01011721,Leeds 041A,Lower Super Output Areas and Data Zones,LSOADZ,91,530,
30632,E01011722,Leeds 041B,Lower Super Output Areas and Data Zones,LSOADZ,30,782,
30633,E01011723,Leeds 041C,Lower Super Output Areas and Data Zones,LSOADZ,43,574,
30634,E01011724,Leeds 041D,Lower Super Output Areas and Data Zones,LSOADZ,43,787,
30635,E01011725,Leeds 078A,Lower Super Output Areas and Data Zones,LSOADZ,52,647,
30636,E01011726,Leeds 080A,Lower Super Output Areas and Data Zones,LSOADZ,77,557,
30637,E01011727,Leeds 080B,Lower Super Output Areas and Data Zones,LSOADZ,34,640,
30638,E01011728,Leeds 080C,Lower Super Output Areas and Data Zones,LSOADZ,23,603,
30639,E01011729,Leeds 078B,Lower Super Output Areas and Data Zones,LSOADZ,62,679,
30640,E01011730,Leeds 078C,Lower Super Output Areas and Data Zones,LSOADZ,77,580,
30641,E01011731,Leeds 081B,Lower Super Output Areas and Data Zones,LSOADZ,40,569,
30642,E01011732,Leeds 081C,Lower Super Output Areas and Data Zones,LSOADZ,42,735,
30643,E01011733,Leeds 081D,Lower Super Output Areas and Data Zones,LSOADZ,31,660,
30644,E01011734,Leeds 083A,Lower Super Output Areas and Data Zones,LSOADZ,71,940,
30645,E01011735,Leeds 078D,Lower Super Output Areas and Data Zones,LSOADZ,112,626,
30646,E01011736,Leeds 083B,Lower Super Output Areas and Data Zones,LSOADZ,50,598,
30647,E01011737,Leeds 083C,Lower Super Output Areas and Data Zones,LSOADZ,122,638,
30648,E01011738,Leeds 083D,Lower Super Output Areas and Data Zones,LSOADZ,32,600,
30649,E01011739,Leeds 080D,Lower Super Output Areas and Data Zones,LSOADZ,34,665,
50939,E01032487,Leeds 097F,Lower Super Output Areas and Data Zones,LSOADZ,11,437,
50940,E01032488,Leeds 097G,Lower Super Output Areas and Data Zones,LSOADZ,6,729,
50941,E01032489,Leeds 102F,Lower Super Output Areas and Data Zones,LSOADZ,97,797,
50942,E01032490,Leeds 102G,Lower Super Output Areas and Data Zones,LSOADZ,32,538,
50943,E01032491,Leeds 102H,Lower Super Output Areas and Data Zones,LSOADZ,8,481,
50944,E01032492,Leeds 102I,Lower Super Output Areas and Data Zones,LSOADZ,102,895,
50945,E01032493,Leeds 033F,Lower Super Output Areas and Data Zones,LSOADZ,41,578,
50946,E01032494,Leeds 033G,Lower Super Output Areas and Data Zones,LSOADZ,49,667,
50947,E01032495,Leeds 105E,Lower Super Output Areas and Data Zones,LSOADZ,18,904,
50948,E01032496,Leeds 105F,Lower Super Output Areas and Data Zones,LSOADZ,21,857,
50949,E01032497,Leeds 099E,Lower Super Output Areas and Data Zones,LSOADZ,45,595,
50950,E01032498,Leeds 099F,Lower Super Output Areas and Data Zones,LSOADZ,21,676,
50951,E01032499,Leeds 067G,Lower Super Output Areas and Data Zones,LSOADZ,17,685,
50952,E01032500,Leeds 067H,Lower Super Output Areas and Data Zones,LSOADZ,60,508,
50953,E01032501,Leeds 017E,Lower Super Output Areas and Data Zones,LSOADZ,4,494,
50954,E01032502,Leeds 017F,Lower Super Output Areas and Data Zones,LSOADZ,84,717,
50955,E01032503,Leeds 007E,Lower Super Output Areas and Data Zones,LSOADZ,22,578,
50956,E01032504,Leeds 007F,Lower Super Output Areas and Data Zones,LSOADZ,8,665,
51054,E01032606,Leeds 067I,Lower Super Output Areas and Data Zones,LSOADZ,56,850,
51055,E01032607,Leeds 067J,Lower Super Output Areas and Data Zones,LSOADZ,50,497,
51056,E01032608,Leeds 067K,Lower Super Output Areas and Data Zones,LSOADZ,59,441,
51302,E01032876,Leeds 109G,Lower Super Output Areas and Data Zones,LSOADZ,7,526,
51366,E01032945,Leeds 044F,Lower Super Output Areas and Data Zones,LSOADZ,36,812,
51367,E01032946,Leeds 110G,Lower Super Output Areas and Data Zones,LSOADZ,33,745,
51422,E01033002,Leeds 055F,Lower Super Output Areas and Data Zones,LSOADZ,46,715,
51423,E01033003,Leeds 055G,Lower Super Output Areas and Data Zones,LSOADZ,123,986,
51424,E01033005,Leeds 055H,Lower Super Output Areas and Data Zones,LSOADZ,56,820,
51425,E01033006,Leeds 063E,Lower Super Output Areas and Data Zones,LSOADZ,75,941,
51426,E01033008,Leeds 111A,Lower Super Output Areas and Data Zones,LSOADZ,91,613,
51427,E01033010,Leeds 111B,Lower Super Output Areas and Data Zones,LSOADZ,75,615,
51428,E01033011,Leeds 111C,Lower Super Output Areas and Data Zones,LSOADZ,72,689,
51429,E01033013,Leeds 082E,Lower Super Output Areas and Data Zones,LSOADZ,52,595,
51430,E01033015,Leeds 111D,Lower Super Output Areas and Data Zones,LSOADZ,62,643,
51431,E01033016,Leeds 111E,Lower Super Output Areas and Data Zones,LSOADZ,46,663,
51432,E01033018,Leeds 112D,Lower Super Output Areas and Data Zones,LSOADZ,71,658,
51433,E01033019,Leeds 112E,Lower Super Output Areas and Data Zones,LSOADZ,33,733,
51434,E01033021,Leeds 075E,Lower Super Output Areas and Data Zones,LSOADZ,40,657,
51444,E01033031,Leeds 064E,Lower Super Output Areas and Data Zones,LSOADZ,62,720,
51445,E01033032,Leeds 082F,Lower Super Output Areas and Data Zones,LSOADZ,75,714,
51446,E01033033,Leeds 075F,Lower Super Output Areas and Data Zones,LSOADZ,32,708,
51447,E01033034,Leeds 075G,Lower Super Output Areas and Data Zones,LSOADZ,47,598,
51448,E01033035,Leeds 064F,Lower Super Output Areas and Data Zones,LSOADZ,80,672,
